id,name,now_cost,position,team,expected_assists_per_90,goals_conceded_per_90,points_per_game_rank_type,expected_goals,now_cost_rank,web_name,yellow_cards,transfers_in,selected_by_percent,starts,creativity,cost_change_start_fall,bps,penalties_saved,assists,minutes,penalties_order,ict_index_rank,points_per_game,expected_goals_per_90,ep_this,ep_next,bonus,ict_index,cost_change_event,expected_goals_conceded_per_90,region,total_points,selected_rank,dreamteam_count,form_rank,expected_assists,expected_goal_involvements_per_90,event_points,team_join_date,form_rank_type,influence_rank,saves_per_90,ict_index_rank_type,creativity_rank_type,starts_per_90,threat_rank_type,creativity_rank,transfers_out,value_season,influence_rank_type,chance_of_playing_this_round,can_select,chance_of_playing_next_round,expected_goal_involvements,clean_sheets_per_90,threat,selected_rank_type,penalties_missed,value_form,cost_change_start,in_dreamteam,news,direct_freekicks_order,news_added,goals_scored,threat_rank,red_cards,goals_conceded,corners_and_indirect_freekicks_order,cost_change_event_fall,influence,clean_sheets,own_goals,points_per_game_rank,transfers_in_event,saves,transfers_out_event,status,now_cost_rank_type,form,expected_goals_conceded
490,Pierre-Emile Højbjerg,50,MID,Spurs,0.0,0.0,306,0.00,194,Højbjerg,0,0,0.0,0,0.0,0,0,0,0,0,,686,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,689,0,669,0.00,0.0,0,,297,686,0.0,306,305,0.0,303,682,514,0.0,306,0.0,False,0.0,0.00,0.0,0.0,306,0,0.0,0,False,On loan to Marseille for the season,,2024-07-23T11:58:08.802970Z,0,678,0,0,,0,0.0,0,0,687,0,0,3,u,119,0.0,0.00
491,Brennan Johnson,65,MID,Spurs,0.08,1.26,15,8.15,43,Johnson,3,2018735,5.7,15,202.1,0,290,0,4,1355,,21,4.5,0.54,4.0,4.0,7,116.5,0,1.44,244.0,86,70,0,79,1.13,0.62,9,2023-09-01,39,56,0.0,16,79,1.0,6,112,1524782,13.2,16,,True,,9.28,0.13,599.0,21,0,0.5,0,False,,,,7,10,0,19,,0,370.2,2,0,37,66702,0,41021,a,23,3.5,21.75
492,Dejan Kulusevski,65,MID,Spurs,0.19,1.5,20,2.79,45,Kulusevski,3,1187376,7.3,17,562.3,0,306,0,4,1498,,9,4.2,0.17,5.7,5.7,5,148.0,1,1.62,206.0,79,51,0,27,3.18,0.36,5,2023-07-01,11,32,0.0,6,6,1.02,10,6,679007,12.2,9,,True,,5.97,0.24,494.0,15,0,0.8,0,False,,,,5,18,0,25,3.0,-1,426.0,4,0,47,92483,0,54168,a,25,5.2,26.90
493,Giovani Lo Celso,49,MID,Spurs,0.0,0.0,302,0.00,251,Lo Celso,0,2052,0.0,0,0.0,1,0,0,0,0,,678,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,563,0,653,0.00,0.0,0,,284,678,0.0,301,301,0.0,297,674,10596,0.0,301,0.0,False,0.0,0.00,0.0,0.0,228,0,0.0,-1,False,Transferred to Real Betis,,2024-08-31T06:14:45.936781Z,0,666,0,0,,0,0.0,0,0,680,0,0,17,u,160,0.0,0.00
494,James Maddison,77,MID,Spurs,0.35,1.43,6,4.44,14,Maddison,4,2072057,10.3,14,452.0,-2,429,0,5,1130,2.0,12,5.2,0.35,5.2,5.2,12,137.8,0,1.58,241.0,98,34,3,37,4.40,0.7,1,2023-06-28,18,10,0.0,9,18,1.12,20,22,1533368,12.7,4,,True,,8.84,0.32,405.0,10,0,0.6,2,False,,2.0,,8,33,0,18,1.0,0,523.8,4,0,12,44013,0,253852,a,9,4.7,19.83
495,Pedro Porro,55,DEF,Spurs,0.12,1.52,20,1.22,115,Pedro Porro,2,2422525,24.5,16,483.6,0,264,0,3,1536,,28,3.4,0.07,2.8,2.8,3,107.0,0,1.62,200.0,65,13,2,153,2.08,0.19,4,2023-07-01,46,24,0.0,2,3,0.94,15,18,3341217,11.8,5,100.0,True,100.0,3.30,0.23,140.0,5,0,0.4,0,False,,1.0,2024-08-19T23:00:06.196679Z,2,135,0,26,2.0,0,444.8,4,0,91,28725,0,141837,a,11,2.3,27.62
496,Sergio Reguilón,42,DEF,Spurs,0.07,2.25,146,0.00,578,Reguilón,0,10891,0.2,0,15.9,3,3,0,0,40,,441,1.0,0.0,0.7,0.7,0,2.3,0,1.26,200.0,1,386,0,384,0.03,0.07,1,2020-09-19,133,449,0.0,151,124,0.0,208,367,28796,0.2,157,,True,,0.03,0.0,0.0,138,0,0.0,-3,False,,,,0,519,0,1,,0,6.6,0,0,412,494,0,518,a,147,0.2,0.56
497,Richarlison de Andrade,68,FWD,Spurs,0.51,0.0,38,0.19,32,Richarlison,1,46977,0.3,0,23.7,2,22,0,1,87,2.0,399,1.4,0.2,0.0,0.0,0,6.2,0,0.61,30.0,7,300,0,704,0.49,0.71,0,2022-07-01,76,406,0.0,41,41,0.0,44,340,133928,1.0,38,0.0,True,0.0,0.68,0.0,17.0,48,0,0.0,-2,False,Hamstring injury - Expected back 04 Jan,,2024-11-04T00:00:08.087677Z,0,336,0,0,,0,22.2,0,0,355,98,0,331,i,16,0.0,0.59
498,Cristian Romero,49,DEF,Spurs,0.07,1.2,39,1.03,258,Romero,1,931002,3.9,12,95.1,1,185,0,0,974,,170,2.9,0.1,0.0,0.0,2,48.7,0,1.19,10.0,35,90,1,404,0.74,0.17,0,2022-08-30,140,149,0.0,49,53,1.11,14,209,1214775,7.1,55,0.0,True,0.0,1.77,0.18,140.0,32,0,0.0,-1,False,Muscle injury - Expected back 15 Jan,,2024-11-21T14:30:08.425075Z,1,134,0,13,,0,249.6,2,0,135,105,0,15269,i,29,0.2,12.86
499,Pape Matar Sarr,48,MID,Spurs,0.04,1.54,113,2.04,318,P.M.Sarr,3,44065,0.3,11,156.0,2,214,0,2,994,,174,2.0,0.18,3.0,3.0,1,48.2,0,1.68,189.0,38,318,0,133,0.46,0.22,1,2021-08-27,61,176,0.0,94,96,1.0,105,138,45536,7.9,67,100.0,True,100.0,2.50,0.18,109.0,101,0,0.5,-2,False,,,2024-11-10T23:00:08.379204Z,1,169,0,17,,0,220.6,2,0,265,2700,0,2956,a,206,2.5,18.58
500,Dane Scarlett,45,FWD,Spurs,0.0,0.0,58,0.00,412,Scarlett,0,0,0.1,0,0.0,0,0,0,0,0,,622,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,497,0,579,0.00,0.0,0,,51,622,0.0,55,55,0.0,55,618,14758,0.0,55,0.0,False,0.0,0.00,0.0,0.0,67,0,0.0,0,False,Loaned to Oxford United,,2024-08-14T08:32:58.295903Z,0,602,0,0,,0,0.0,0,0,629,0,0,110,u,68,0.0,0.00
502,Manor Solomon,54,MID,Spurs,0.0,0.0,314,0.00,129,Solomon,0,480,0.0,0,0.0,1,0,0,0,0,,699,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,595,0,690,0.00,0.0,0,,309,699,0.0,314,313,0.0,312,697,5405,0.0,314,0.0,False,0.0,0.00,0.0,0.0,252,0,0.0,-1,False,Season long loan to Leeds United,,2024-08-29T11:11:30.036154Z,0,696,0,0,,0,0.0,0,0,699,0,0,14,u,76,0.0,0.00
503,Son Heung-min,99,MID,Spurs,0.26,1.56,7,4.68,5,Son,0,1650217,6.1,15,456.4,1,351,0,6,1208,1.0,15,5.1,0.35,4.8,4.8,9,130.9,0,1.71,114.0,81,67,2,46,3.46,0.61,0,2015-08-28,23,36,0.0,11,17,1.12,14,21,2062818,8.2,10,100.0,True,100.0,8.14,0.15,434.0,19,1,0.4,-1,False,,,2024-10-25T10:30:06.315550Z,5,26,0,21,4.0,0,419.0,2,0,15,23675,0,102420,a,4,4.3,22.92
504,Djed Spence,44,DEF,Spurs,0.14,1.97,116,0.09,500,Spence,1,9494,0.1,3,68.1,1,55,0,1,320,,327,1.4,0.03,0.0,1.7,0,17.5,0,2.02,241.0,10,441,1,242,0.48,0.17,0,2022-07-19,80,304,0.0,108,67,0.84,121,252,11969,2.3,110,0.0,True,100.0,0.57,0.28,12.0,157,0,0.3,-1,False,,,2024-12-27T00:30:09.848258Z,0,349,1,7,,0,95.0,1,0,348,753,0,820,a,102,1.2,7.20
505,Destiny Udogie,49,DEF,Spurs,0.07,1.32,79,0.31,275,Udogie,2,315032,2.2,18,211.3,1,204,0,1,1430,,130,2.1,0.02,1.5,1.1,0,57.7,0,1.48,106.0,37,131,0,272,1.10,0.09,1,2022-08-16,91,151,0.0,32,21,1.13,25,103,490630,7.6,56,100.0,True,75.0,1.41,0.13,116.0,53,0,0.2,-1,False,Hamstring injury - 75% chance of playing,,2024-12-30T09:30:07.165603Z,0,157,0,21,,0,248.6,2,0,244,826,0,27554,d,31,1.0,23.50
506,Micky van de Ven,45,DEF,Spurs,0.08,1.26,31,0.35,416,Van de Ven,4,1026067,2.8,9,36.6,0,128,0,2,788,,286,3.1,0.04,0.0,0.0,2,23.8,0,1.12,152.0,28,113,1,393,0.69,0.12,0,2023-08-08,139,230,0.0,91,96,1.03,82,307,1452921,6.2,86,0.0,True,0.0,1.04,0.23,40.0,43,0,0.0,0,False,Hamstring injury - Expected back 15 Jan,,2024-12-11T23:30:08.371422Z,0,270,0,11,,0,161.0,2,0,117,297,0,14657,i,82,0.2,9.79
507,Alejo Véliz,50,FWD,Spurs,0.0,0.0,73,0.00,230,Veliz,0,0,0.0,0,0.0,0,0,0,0,0,,696,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,674,0,681,0.00,0.0,0,,69,696,0.0,73,73,0.0,73,693,964,0.0,73,0.0,False,0.0,0.00,0.0,0.0,77,0,0.0,0,False,Loaned to Espanyol,,2024-08-10T12:19:41.352153Z,0,688,0,0,,0,0.0,0,0,696,0,0,5,u,51,0.0,0.00
508,Guglielmo Vicario,48,GKP,Spurs,0.0,1.08,19,0.00,295,Vicario,1,201566,1.8,12,0.0,2,185,0,0,1080,,276,3.1,0.0,0.0,0.0,1,25.9,0,1.27,106.0,37,155,1,641,0.00,0.0,0,2023-07-01,73,141,2.42,19,68,1.0,62,666,472803,7.7,19,0.0,True,0.0,0.00,0.25,0.0,21,0,0.0,-2,False,Ankle injury - Unknown return date,,2024-11-26T00:00:08.341528Z,0,654,0,13,,0,260.4,3,0,118,152,29,6448,i,11,0.0,15.25
509,Timo Werner,62,MID,Spurs,0.32,2.07,125,1.04,61,Werner,0,13753,0.2,3,145.9,3,110,0,3,435,,223,1.9,0.22,1.5,1.5,2,36.7,0,1.88,80.0,31,390,0,279,1.53,0.54,1,2024-01-09,138,283,0.0,114,104,0.62,102,151,33407,5.0,126,100.0,True,100.0,2.57,0.21,113.0,135,0,0.2,-3,False,,,2024-12-20T13:00:09.182575Z,0,163,0,10,,0,112.8,1,0,283,180,0,440,a,37,1.0,9.07
510,Alfie Whiteman,40,GKP,Spurs,0.0,0.0,53,0.00,610,Whiteman,0,48109,1.3,0,0.0,0,0,0,0,0,,506,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,192,0,440,0.00,0.0,0,2016-07-01,47,506,0.0,53,32,0.0,19,484,69301,0.0,53,,True,,0.00,0.0,0.0,28,0,0.0,0,False,,,,0,448,0,0,,0,0.0,0,0,514,284,0,2777,a,49,0.0,0.00
609,Will Lankshear,45,FWD,Spurs,0.0,0.0,44,0.00,455,Lankshear,0,408162,1.6,0,0.0,0,6,0,0,9,,654,1.0,0.0,0.7,0.7,0,0.0,0,0.2,241.0,2,161,0,395,0.00,0.0,0,2022-12-08,40,654,0.0,58,58,0.0,58,649,304860,0.4,58,100.0,True,100.0,0.00,0.0,0.0,27,0,0.0,0,False,,,2024-09-13T15:00:07.321230Z,0,634,0,0,,0,0.0,0,0,431,9858,0,13796,a,72,0.2,0.02
610,Mikey Moore,45,MID,Spurs,0.03,1.1,178,0.04,426,Moore,0,42966,0.2,1,2.5,0,12,0,0,82,,463,1.2,0.04,0.0,0.0,0,1.0,0,1.03,241.0,5,356,0,589,0.03,0.07,0,2024-05-01,240,475,0.0,218,217,1.1,195,426,46619,1.1,222,0.0,True,0.0,0.07,0.0,7.0,119,0,0.0,0,False,Lack of match fitness - Expected back 04 Jan,,2024-11-07T09:00:08.150966Z,0,368,0,1,,0,1.8,0,0,373,44,0,640,i,259,0.0,0.94
612,Wilson Odobert,53,MID,Spurs,0.04,0.56,117,0.42,153,Odobert,0,6341,0.0,2,40.5,2,12,0,0,160,,373,2.0,0.24,0.0,0.0,0,9.2,0,0.92,73.0,6,596,0,688,0.08,0.28,0,2024-08-16,308,440,0.0,181,176,1.12,148,301,7965,1.1,207,0.0,True,0.0,0.50,0.56,42.0,253,0,0.0,-2,False,Hamstring injury - Unknown return date,,2024-10-30T12:00:07.631102Z,0,267,0,1,,0,10.0,1,0,269,14,0,30,i,91,0.0,1.63
683,Callum Olusesi,45,MID,Spurs,0.0,0.0,271,0.00,427,Olusesi,0,789,0.0,0,0.0,0,0,0,0,0,,631,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,670,0,590,0.00,0.0,0,2024-11-06,241,631,0.0,267,269,0.0,263,627,459,0.0,267,,True,,0.00,0.0,0.0,295,0,0.0,0,False,,,,0,611,0,0,,0,0.0,0,0,638,71,0,65,a,260,0.0,0.00
684,Malachi Hardy,40,DEF,Spurs,0.0,0.0,215,0.00,678,Hardy,0,1870,0.0,0,0.0,0,0,0,0,0,,559,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,606,0,496,0.00,0.0,0,2024-11-22,195,559,0.0,215,213,0.0,203,540,1084,0.0,215,,True,,0.00,0.0,0.0,204,0,0.0,0,False,,,,0,508,0,0,,0,0.0,0,0,566,126,0,163,a,218,0.0,0.00
689,Luca Williams-Barnett,45,MID,Spurs,0.0,0.0,296,0.00,472,Williams-Barnett,0,649,0.0,0,0.0,0,0,0,0,0,,667,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,671,0,628,0.00,0.0,0,2024-11-06,270,667,0.0,294,295,0.0,290,662,363,0.0,294,,True,,0.00,0.0,0.0,296,0,0.0,0,False,,,,0,647,0,0,,0,0.0,0,0,671,78,0,74,a,295,0.0,0.00
699,Alfie Dorrington,40,DEF,Spurs,0.0,0.0,139,0.00,657,Dorrington,0,888,0.0,0,0.2,0,4,0,0,13,,485,1.0,0.0,0.7,0.7,0,0.1,0,0.28,241.0,1,654,0,378,0.00,0.0,0,2022-12-08,127,477,0.0,169,164,0.0,184,454,362,0.2,167,,True,,0.00,0.0,0.0,224,0,0.0,0,False,,,,0,489,0,0,,0,1.0,0,0,405,78,0,112,a,197,0.2,0.04
700,Maeson King,40,DEF,Spurs,0.0,0.0,212,0.00,675,King,0,785,0.0,0,0.0,0,0,0,0,0,,556,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,649,0,493,0.00,0.0,0,2024-11-27,192,556,0.0,212,210,0.0,200,537,284,0.0,212,,True,,0.00,0.0,0.0,221,0,0.0,0,False,,,,0,505,0,0,,0,0.0,0,0,563,206,0,107,a,215,0.0,0.00
388,Aaron Wan-Bissaka,46,DEF,West Ham,0.08,1.94,28,0.91,347,Wan-Bissaka,0,769462,5.7,17,264.9,-1,214,0,1,1534,,85,3.2,0.05,2.6,3.1,6,73.8,0,1.85,241.0,58,71,2,74,1.30,0.13,0,2024-08-13,22,52,0.0,14,14,1.0,38,72,388490,12.6,17,,True,,2.21,0.18,100.0,24,0,0.8,1,False,,,,2,178,0,33,,0,373.0,3,0,111,13202,0,63017,a,50,3.6,31.47
511,Edson Álvarez Velázquez,50,MID,West Ham,0.05,1.84,186,0.19,204,Álvarez,4,12750,0.1,10,111.9,0,106,0,0,882,,265,1.1,0.02,0.6,1.1,0,28.7,0,1.67,139.0,16,430,0,206,0.48,0.07,1,2023-08-10,97,251,0.0,135,120,1.02,158,188,16533,3.2,108,100.0,True,100.0,0.67,0.1,31.0,155,0,0.3,0,False,,,2024-11-02T18:30:08.251411Z,0,290,1,18,,0,144.6,1,0,387,298,0,385,a,127,1.6,16.32
512,Michail Antonio,53,FWD,West Ham,0.1,1.94,19,2.20,138,Antonio,1,384788,1.0,11,139.5,2,111,0,4,834,,214,3.0,0.24,0.0,0.0,3,39.5,0,1.92,107.0,42,205,1,686,0.91,0.34,0,2015-09-01,71,336,0.0,27,19,1.19,29,157,462204,7.9,31,0.0,True,0.0,3.11,0.43,194.0,35,0,0.0,-2,False,Leg injury - Unknown return date,,2024-12-09T17:00:08.418178Z,1,90,0,18,,0,72.0,4,0,129,155,0,5702,i,42,0.0,17.83
513,Alphonse Areola,42,GKP,West Ham,0.0,2.09,33,0.00,570,Areola,0,259719,4.1,9,0.0,3,76,0,0,819,,284,1.8,0.0,-0.4,0.1,0,24.0,0,1.72,73.0,18,87,0,326,0.00,0.0,2,2022-07-01,25,155,3.3,20,51,0.99,39,548,763517,4.3,20,100.0,True,100.0,0.00,0.11,0.0,13,0,0.1,-3,False,,,2024-09-01T00:30:06.144103Z,0,517,0,19,,0,239.2,1,1,288,17023,30,15356,a,34,0.6,15.67
514,Jarrod Bowen,75,MID,West Ham,0.23,1.79,9,4.76,18,Bowen,1,1148057,4.9,19,526.6,0,349,0,6,1656,4.0,7,4.7,0.26,4.8,0.0,7,158.8,0,1.8,241.0,90,80,2,16,4.32,0.49,1,2020-01-31,10,20,0.0,4,9,1.03,4,11,1392393,12.0,6,,True,0.0,9.08,0.22,608.0,26,0,0.8,0,False,Foot injury - Expected back 03 Feb,,2024-12-30T09:30:07.187593Z,5,8,0,33,2.0,0,456.0,4,0,23,11225,0,247694,i,12,5.8,33.06
516,Vladimír Coufal,42,DEF,West Ham,0.07,1.69,121,0.22,574,Coufal,2,29627,0.4,5,53.1,3,31,0,0,478,,345,1.2,0.04,-0.2,0.3,0,13.8,0,1.89,57.0,15,274,0,287,0.35,0.11,0,2020-10-02,93,335,0.0,115,79,0.94,114,280,72941,3.6,119,,True,,0.57,0.19,16.0,103,0,0.2,-3,False,,,,0,338,0,9,,0,72.2,1,0,369,491,0,1646,a,143,0.8,10.04
517,Aaron Cresswell,39,DEF,West Ham,0.18,0.0,157,0.03,683,Cresswell,1,114965,1.5,0,39.9,1,19,0,0,50,,408,0.8,0.05,-0.6,-0.1,0,5.6,0,2.72,241.0,5,171,0,338,0.10,0.23,0,2014-07-03,106,428,0.0,139,93,0.0,146,302,200967,1.3,152,100.0,True,100.0,0.13,0.0,1.0,68,0,0.1,-1,False,,2.0,2024-08-30T04:00:05.718151Z,0,417,0,0,,0,14.8,0,0,471,5242,0,5918,a,222,0.4,1.51
519,George Earthy,45,MID,West Ham,0.0,0.0,264,0.00,415,Earthy,0,0,0.0,0,0.0,0,0,0,0,0,,624,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,576,0,582,0.00,0.0,0,,233,624,0.0,260,262,0.0,256,620,7756,0.0,260,0.0,False,0.0,0.00,0.0,0.0,237,0,0.0,0,False,Loaned to Bristol City,,2024-08-16T11:57:26.531525Z,0,604,0,0,,0,0.0,0,0,631,0,0,50,u,249,0.0,0.00
520,Emerson Palmieri dos Santos,44,DEF,West Ham,0.11,2.07,59,1.17,479,Emerson,5,123964,0.8,17,245.9,1,131,0,1,1351,,122,2.4,0.08,0.8,1.3,0,60.9,0,1.82,106.0,43,230,1,189,1.67,0.19,0,2022-08-23,60,124,0.0,28,16,1.13,47,83,120520,9.8,47,100.0,True,100.0,2.84,0.27,87.0,88,0,0.4,-1,False,,1.0,2024-12-10T00:00:08.561714Z,1,191,0,31,3.0,0,276.6,4,0,194,953,0,7265,a,87,1.8,27.25
521,Łukasz Fabiański,41,GKP,West Ham,0.0,1.62,20,0.00,587,Fabianski,2,1545760,17.7,10,0.3,-1,117,0,0,890,,248,3.0,0.0,0.3,0.0,2,30.7,0,1.9,172.0,33,19,0,154,0.00,0.0,0,2018-06-20,16,99,4.04,16,12,1.01,35,448,957742,8.0,16,25.0,True,0.0,0.00,0.2,0.0,2,0,0.5,1,False,Head injury - Expected back 14 Jan,,2024-12-27T02:00:09.942808Z,0,513,0,16,,0,307.8,2,0,125,11160,40,135856,i,38,2.2,18.77
522,Wes Foderingham,43,GKP,West Ham,0.0,0.0,68,0.00,533,Foderingham,0,5956,0.1,0,0.0,2,0,0,0,0,,567,0.0,0.0,-1.0,-0.5,0,0.0,0,0.0,241.0,0,414,0,509,0.00,0.0,0,2024-07-01,65,567,0.0,68,57,0.0,45,557,13364,0.0,68,,True,,0.00,0.0,0.0,60,0,0.0,-2,False,,,,0,527,0,0,,0,0.0,0,0,574,187,0,363,a,26,0.0,0.00
523,Danny Ings,50,FWD,West Ham,0.03,1.05,24,2.05,190,Ings,0,369224,1.4,1,52.0,0,77,0,2,172,,274,2.6,1.07,-0.8,-0.3,4,26.3,0,1.31,241.0,23,183,0,406,0.05,1.1,0,2023-01-20,42,332,0.0,32,32,0.52,31,282,367249,4.6,30,100.0,True,100.0,2.10,0.0,137.0,30,0,0.0,0,False,,,2024-12-04T09:30:08.866937Z,1,136,0,2,,0,73.0,0,0,168,2973,0,8684,a,45,0.2,2.50
524,Max Kilman,44,DEF,West Ham,0.04,1.92,68,1.44,488,Kilman,3,331484,1.3,19,121.6,1,183,0,1,1638,,108,2.2,0.08,0.1,0.9,3,65.6,0,1.85,241.0,41,185,1,222,0.70,0.12,0,2024-07-05,73,34,0.0,22,39,1.04,29,175,324410,9.3,10,25.0,True,100.0,2.14,0.16,112.0,73,0,0.3,-1,False,,,2024-12-27T02:00:09.960422Z,0,164,0,35,,0,420.2,3,0,221,286,0,11652,a,94,1.4,33.59
525,Mohammed Kudus,62,MID,West Ham,0.13,1.78,38,3.61,69,Kudus,0,312080,2.7,14,294.8,3,204,0,1,1160,,44,3.5,0.28,3.8,4.3,4,96.7,0,1.72,81.0,49,119,0,32,1.68,0.41,2,2023-08-27,14,135,0.0,31,48,1.09,19,61,903433,7.9,49,100.0,True,100.0,5.29,0.23,407.0,38,0,0.8,-3,False,,,2024-10-19T16:00:07.402004Z,3,32,1,23,,0,265.4,3,0,83,14201,0,14324,a,44,4.8,22.20
526,Luis Guilherme Lira dos Santos,47,MID,West Ham,0.04,4.5,207,0.03,341,L.Guilherme,0,1936,0.0,0,1.2,3,10,0,0,20,,474,1.0,0.14,-0.8,-0.3,0,0.5,0,1.94,30.0,3,581,0,400,0.01,0.18,1,2024-06-14,191,480,0.0,223,221,0.0,211,436,4187,0.6,226,,True,,0.04,0.0,4.0,240,0,0.0,-3,False,,,,0,396,0,1,,0,0.6,0,0,441,59,0,71,a,220,0.2,0.43
527,Lucas Tolentino Coelho de Lima,57,MID,West Ham,0.09,2.11,58,3.57,92,L.Paquetá,5,208707,1.1,15,331.3,3,216,0,1,1281,1.0,78,2.9,0.25,1.8,2.3,4,76.9,0,1.93,30.0,52,204,0,112,1.29,0.34,2,2022-08-29,57,140,0.0,48,36,1.05,67,47,313619,9.1,52,100.0,True,100.0,4.86,0.21,180.0,62,0,0.5,-3,False,,3.0,2024-12-21T21:30:08.782213Z,3,103,0,30,,0,261.0,3,0,140,1680,0,3021,a,59,2.8,27.49
528,Konstantinos Mavropanos,44,DEF,West Ham,0.03,1.68,90,0.93,502,Mavropanos,2,16789,0.1,13,48.3,1,155,0,0,1178,,190,1.9,0.07,1.4,1.9,4,44.4,0,1.84,83.0,30,409,0,138,0.37,0.1,0,2023-08-22,39,108,0.0,57,85,0.99,39,291,21025,6.8,41,100.0,True,100.0,1.30,0.15,98.0,146,0,0.5,-1,False,,,2024-11-30T22:00:08.032136Z,0,179,0,22,,0,296.2,2,0,273,150,0,471,a,103,2.4,24.14
529,Nayef Aguerd,44,DEF,West Ham,0.0,0.0,226,0.00,487,N.Aguerd,0,1368,0.0,0,0.0,1,0,0,0,0,,577,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,534,0,526,0.00,0.0,0,,214,577,0.0,226,225,0.0,219,567,13144,0.0,226,0.0,False,0.0,0.00,0.0,0.0,189,0,0.0,-1,False,On loan to Real Sociedad for the season,,2024-09-01T09:10:50.538029Z,0,545,0,0,,0,0.0,0,0,584,0,0,45,u,93,0.0,0.00
530,Tomáš Souček,49,MID,West Ham,0.07,1.58,34,2.99,257,Souček,5,400296,1.6,14,163.8,1,206,0,1,1253,,81,3.5,0.21,0.0,2.5,8,75.4,0,1.63,57.0,60,165,0,98,0.94,0.28,0,2020-07-28,50,115,0.0,51,94,1.01,30,136,485735,12.2,39,0.0,True,100.0,3.93,0.29,304.0,51,0,0.6,-1,False,,,2024-12-27T00:30:09.920421Z,4,50,0,22,,0,292.8,4,0,78,5570,0,13938,a,166,3.0,22.69
532,Kurt Zouma,44,DEF,West Ham,0.0,0.0,225,0.00,477,Zouma,0,5376,0.1,0,0.0,1,0,0,0,0,,575,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,410,0,523,0.00,0.0,0,,213,575,0.0,225,224,0.0,218,565,50101,0.0,225,0.0,False,0.0,0.00,0.0,0.0,147,0,0.0,-1,False,On loan to Al-Orobah for the rest of the season,,2024-09-02T10:44:47.323774Z,0,541,0,0,,0,0.0,0,0,582,0,0,189,u,86,0.0,0.00
576,Andy Irving,48,MID,West Ham,0.01,1.38,229,0.04,306,Irving,1,1226,0.0,0,10.1,2,17,0,0,65,,428,0.8,0.06,-0.8,-0.3,0,3.3,0,2.87,243.0,5,585,0,401,0.01,0.07,1,2023-08-31,192,421,0.0,205,210,0.0,198,391,2565,1.0,197,,True,,0.05,0.0,7.0,243,0,0.0,-2,False,,,,0,371,0,1,,0,16.6,0,0,479,36,0,50,a,201,0.2,2.07
587,Crysencio Summerville,56,MID,West Ham,0.22,2.1,145,1.51,100,Summerville,2,47809,0.4,6,214.5,4,113,0,1,686,,148,1.7,0.2,0.2,0.7,2,52.4,0,2.06,152.0,31,286,0,254,1.69,0.42,1,2024-08-03,123,250,0.0,88,73,0.79,77,100,116434,5.5,107,,True,,3.20,0.26,165.0,89,0,0.2,-4,False,,,,1,116,0,16,5.0,0,145.6,2,0,315,624,0,1676,a,62,1.2,15.67
588,Guido Rodríguez,48,MID,West Ham,0.01,1.62,156,0.22,296,G.Rodríguez,5,6443,0.1,12,58.5,2,135,0,0,889,,287,1.5,0.02,0.0,0.1,0,23.5,0,1.72,10.0,24,487,0,328,0.12,0.03,0,2024-08-06,165,240,0.0,144,167,1.21,167,267,10087,5.0,103,0.0,True,100.0,0.34,0.3,23.0,183,0,0.1,-2,False,,,2024-12-27T00:30:09.990636Z,0,307,0,16,,0,152.0,3,0,337,74,0,180,a,195,0.6,17.01
589,Niclas Füllkrug,67,FWD,West Ham,0.07,2.28,32,0.92,36,Füllkrug,0,61064,0.8,2,52.5,3,59,0,1,276,,313,2.1,0.3,0.6,1.1,1,19.5,0,1.78,80.0,17,218,0,207,0.20,0.37,1,2024-08-05,26,349,0.0,33,31,0.65,35,281,397333,2.5,33,100.0,True,100.0,1.12,0.33,84.0,39,0,0.2,-3,False,,,2024-09-11T12:30:07.323344Z,1,198,0,7,,0,61.6,1,0,252,899,0,1986,a,18,1.6,5.46
591,Jean-Clair Todibo,42,DEF,West Ham,0.0,2.0,100,0.10,583,Todibo,0,16608,0.3,7,25.0,3,106,0,0,811,,290,1.7,0.01,0.8,1.3,1,22.9,-1,1.7,73.0,24,320,0,185,0.02,0.01,0,2024-08-10,57,206,0.0,92,109,0.78,115,337,40703,5.7,79,100.0,True,100.0,0.12,0.22,16.0,121,0,0.4,-3,False,,,2024-12-03T11:00:08.140652Z,0,339,0,18,,1,188.6,2,0,301,728,0,913,a,151,1.8,15.29
